1.85,0.0001,0.002673484
1.1,1E-06,0.004544628
1.75,0.0001,0.00282449
1.55,1E-07,0.003225765
1.9,0.0001,0.002603878
0.65,0.0001,0.007455621
1.15,0.001,0.003591771
1.95,1E-08,0.0025641
1.8,1E-06,0.002777469
1.6,1E-08,0.003124996
0.7,1E-05,0.007122449
1.3,1E-06,0.003845562
1.7,0.001,0.002595156
1,0.0001,0.0049
1.1,0.0001,0.00446281
0.95,1E-08,0.005263147
0.6,1E-05,0.008305556
1.4,1E-09,0.003571428
1.45,1E-06,0.0034478
1.25,1E-05,0.0039936
1.2,0.001,0.003472273
1.7,1E-06,0.00294083
1.45,1E-05,0.00344352
1.6,1E-05,0.003121094
1.2,1E-09,0.004166666
1.65,1E-05,0.00302663
0.65,1E-05,0.007668639
1.95,1E-06,0.00256384
0.9,0.0001,0.005432099
1.9,1E-08,0.002631576
1.1,1E-07,0.004545372
0.85,1E-09,0.005882352
0.7,1E-06,0.007140816
0.7,1E-08,0.007142837
1.45,1E-08,0.003448271
1.4,0.0001,0.003520408
1.7,1E-08,0.002941173
1,0.001,0.004000454
1.4,0.001,0.00306123
0.95,0.001,0.004155913
0.5,1E-08,0.00999996
1.6,0.001,0.002734376
1.25,1E-07,0.003999936
1.15,1E-06,0.00434707
0.7,1E-09,0.007142855
1.8,1E-08,0.002777775
1.3,1E-08,0.003846148
0.95,1E-05,0.005252078
1.5,0.001,0.002888891
0.85,1E-07,0.005882215
0.65,1E-07,0.007692071
0.95,1E-09,0.005263157
0.6,0.0001,0.008055556
1.15,1E-07,0.00434775
1.3,0.0001,0.003786982
0.75,1E-08,0.006666649
0.8,1E-06,0.006248438
0.7,0.001,0.00511508
0.55,1E-09,0.009090906
1.15,1E-05,0.004340265
1,1E-06,0.004999
1.1,0.001,0.00371916
0.95,1E-07,0.005263047
1.8,0.0001,0.002746914
0.95,1E-06,0.00526205
0.7,0.0001,0.006938776
1.8,1E-07,0.002777747
0.8,1E-08,0.006249984
1.25,1E-06,0.00399936
1.05,0.0001,0.004671202
1.15,1E-09,0.004347825
2,1E-09,0.0025
0.65,0.001,0.005348608
0.8,1E-09,0.006249998
2,1E-07,0.002499975
1.8,0.001,0.002469136
1.9,1E-09,0.002631579
0.9,1E-07,0.005555432
1.55,1E-05,0.003221644
1.55,1E-08,0.003225802
0.5,1E-09,0.009999996
0.55,1E-07,0.009090579
1.35,0.0001,0.003648834
2,1E-05,0.0024975
1.55,0.0001,0.003184183
0.8,0.0001,0.00609375
1.8,1E-05,0.002774691
2,1E-06,0.00249975
1.45,0.0001,0.003400713
0.8,1E-07,0.006249844
0.8,0.001,0.004691695
0.5,1E-05,0.00996
1.85,1E-08,0.0027027
0.5,0.001,0.006135673
0.95,0.0001,0.005152355
1.35,1E-08,0.003703698
1.25,0.0001,0.003936
1.55,0.001,0.002809575
0.9,1E-08,0.005555543
1,1E-05,0.00499
0.55,1E-08,0.009090876
1.15,0.0001,0.004272212
1.45,1E-07,0.003448228
0.6,1E-09,0.008333331
1.2,1E-05,0.004159722
1.4,1E-06,0.003570918
1.45,0.001,0.002972655
1.3,0.001,0.003254455
1.5,1E-09,0.003333333
1.75,1E-06,0.002856816
0.75,1E-05,0.006648889
0.85,1E-06,0.005880969
1.45,1E-09,0.003448275
0.75,1E-07,0.006666489
1.55,1E-06,0.00322539
1.6,1E-07,0.003124961
1.65,0.001,0.002662994
0.75,0.001,0.004896267
0.5,1E-07,0.0099996
1.2,1E-08,0.00416666
0.85,1E-05,0.005868512
1.3,1E-09,0.003846153
2,0.0001,0.002475
1.85,1E-07,0.002702673
1,1E-07,0.0049999
1.9,0.001,0.002354571
0.9,0.001,0.004322359
1.9,1E-07,0.002631551
1.85,0.001,0.002410519
0.55,1E-05,0.009057851
1.5,1E-07,0.003333289
1.7,0.0001,0.002906574
0.6,1E-08,0.008333306
0.75,1E-06,0.006664889
1.35,1E-05,0.003698217
2,1E-08,0.002499998
0.85,0.0001,0.005743945
1.4,1E-07,0.003571378
1.05,0.001,0.003855138
0.55,1E-06,0.009087603
1.35,1E-09,0.003703703
1,1E-08,0.00499999
1.85,1E-06,0.002702411
0.75,1E-09,0.006666665
1.75,0.001,0.002530612
1.6,0.0001,0.003085938
1.95,1E-09,0.002564102
1.75,1E-08,0.00285714
1.5,0.0001,0.003288889
0.85,0.001,0.004500664
1.75,1E-07,0.00285711
1.2,0.0001,0.004097222
1.55,1E-09,0.003225806
1,1E-09,0.004999999
1.9,1E-06,0.002631302
1.7,1E-07,0.002941142
1.8,1E-09,0.002777777
0.65,1E-09,0.007692305
1.5,1E-06,0.003332889
1.1,1E-05,0.00453719
1.05,1E-08,0.004761896
1.95,1E-05,0.002561473
1.85,1E-05,0.002699781
1.05,1E-07,0.004761814
1.25,0.001,0.00336003
1.35,1E-06,0.003703155
0.7,1E-07,0.007142653
0.55,0.0001,0.008760331
1.5,1E-08,0.003333329
0.9,1E-06,0.005554321
1.05,1E-05,0.004752834
2,0.001,0.00225
1.05,1E-09,0.004761904
1.95,0.001,0.002301118
0.6,0.001,0.005596971
1.65,1E-08,0.003030299
1.35,1E-07,0.003703649
1.15,1E-08,0.004347819
1.05,1E-06,0.004760998
0.75,0.0001,0.006488889
0.5,0.0001,0.0096
1.85,1E-09,0.002702702
0.8,1E-05,0.006234375
0.65,1E-06,0.007689941
1.2,1E-07,0.004166597
1.65,0.0001,0.002993572
1.4,1E-05,0.003566327
0.6,1E-06,0.008330556
0.9,1E-05,0.00554321
1.75,1E-09,0.002857143
1.75,1E-05,0.002853878
0.5,1E-06,0.009996
0.65,1E-08,0.007692284
1.95,0.0001,0.002537804
0.55,0.001,0.005859734
1.7,1E-09,0.002941176
0.9,1E-09,0.005555554
1.1,1E-09,0.004545454
1.6,1E-09,0.003125
1.65,1E-06,0.003029936
1.9,1E-05,0.002628809
1.5,1E-05,0.003328889
1.4,1E-08,0.003571423
1.2,1E-06,0.004165972
1.3,1E-05,0.003840237
1.6,1E-06,0.003124609
0.6,1E-07,0.008333056
1.95,1E-07,0.002564076
1.1,1E-08,0.004545446
0.85,1E-08,0.005882339
